"Story","Title","Result","Date","Stability","Duration (s)"
"Solicitar credito de moto","Solicitar credito de moto alto cilindraje","SUCCESS","2023-10-07T21:30:03.6008656-05:00[America/Bogota]","0.0","94.82"
