"Story","Title","Result","Date","Stability","Duration (s)"
"Solicitar credito de moto","Solicitar credito de moto alto cilindraje","SUCCESS","2023-10-08T01:06:16.7010632-05:00[America/Bogota]","0.0","227.27"
